"corr","N2","N4","N6","N8"
0,0.0278127651871751,0.0130973596649511,0.00874369786624342,0.00647726987885186
0.2,0.024680121248771,0.0131646286691119,0.0090063750405156,0.0068062273842515
0.4,0.0264088792246762,0.0151635247728467,0.00993583757601408,0.00708741197983983
0.6,0.0305674621871245,0.0160552682810256,0.0113803416396862,0.00891129088074262
0.8,0.0275842140483634,0.0174513670910128,0.0143106081727565,0.0130310932647608
